1.000000000000000000e+00,0.000000000000000000e+00
9.783659753391308334e-01,1.000000000000000021e-03
1.027851449706779663e+00,2.000000000000000042e-03
9.492757441575063737e-01,3.000000000000000062e-03
9.234979578054892668e-01,4.000000000000000083e-03
8.767897246203029127e-01,5.000000000000000104e-03
8.897826874498673266e-01,6.000000000000000125e-03
9.348465893687549766e-01,7.000000000000000146e-03
9.282434044608419699e-01,8.000000000000000167e-03
9.655680202952494628e-01,9.000000000000001055e-03
9.760196043656398368e-01,1.000000000000000021e-02
9.802463928042938202e-01,1.099999999999999936e-02
1.006240676799756706e+00,1.200000000000000025e-02
9.788005941379948061e-01,1.300000000000000114e-02
9.741613611181120236e-01,1.400000000000000029e-02
1.003942999321081331e+00,1.499999999999999944e-02
9.854951008422248027e-01,1.600000000000000033e-02
1.003347390904037351e+00,1.700000000000000122e-02
9.450634310302572505e-01,1.800000000000000211e-02
9.393842458415085916e-01,1.899999999999999953e-02
9.426671609233912008e-01,2.000000000000000042e-02
9.806010318443485474e-01,2.100000000000000130e-02
9.823106291480389052e-01,2.199999999999999872e-02
9.521467458488707125e-01,2.299999999999999961e-02
9.710537071395349829e-01,2.400000000000000050e-02
9.797106312419594509e-01,2.500000000000000139e-02
9.779328509082848564e-01,2.600000000000000228e-02
9.159461376145850986e-01,2.699999999999999969e-02
9.304654065159534415e-01,2.800000000000000058e-02
9.449393160053685126e-01,2.900000000000000147e-02
9.614054082283610692e-01,2.999999999999999889e-02
9.784968095177131175e-01,3.099999999999999978e-02
9.705965108617865544e-01,3.200000000000000067e-02
9.496967719811622022e-01,3.300000000000000155e-02
9.004217037434794069e-01,3.400000000000000244e-02
8.971905960994113194e-01,3.500000000000000333e-02
8.417551074865783356e-01,3.600000000000000422e-02
8.157154843121050547e-01,3.699999999999999817e-02
8.618444983659050429e-01,3.799999999999999906e-02
8.529215591731633683e-01,3.899999999999999994e-02
8.221737184102893004e-01,4.000000000000000083e-02
8.142947526056907304e-01,4.100000000000000172e-02
8.402895221021757788e-01,4.200000000000000261e-02
8.535043465369257509e-01,4.300000000000000350e-02
8.503457023577380980e-01,4.399999999999999745e-02
8.476359785968878846e-01,4.499999999999999833e-02
9.194119242642214695e-01,4.599999999999999922e-02
8.824663601436195659e-01,4.700000000000000011e-02
8.561694913154481723e-01,4.800000000000000100e-02
8.159829678621833837e-01,4.900000000000000189e-02
8.345815625798311821e-01,5.000000000000000278e-02
8.274561413769052631e-01,5.100000000000000366e-02
8.047819828789943841e-01,5.200000000000000455e-02
7.800422492910630279e-01,5.299999999999999850e-02
8.243891854149399956e-01,5.399999999999999939e-02
8.040754830681668963e-01,5.500000000000000028e-02
7.932728526878384256e-01,5.600000000000000117e-02
8.140490887263849284e-01,5.700000000000000205e-02
7.406851118779186338e-01,5.800000000000000294e-02
7.313203584676962743e-01,5.900000000000000383e-02
7.514944702441582747e-01,5.999999999999999778e-02
7.215022931542840468e-01,6.099999999999999867e-02
7.290451466963123739e-01,6.199999999999999956e-02
7.000296164661743425e-01,6.300000000000000044e-02
7.152086402632468198e-01,6.400000000000000133e-02
7.012736759820540344e-01,6.500000000000000222e-02
7.277522429531063652e-01,6.600000000000000311e-02
6.925897807934360273e-01,6.700000000000000400e-02
7.181229588757253035e-01,6.800000000000000488e-02
7.025742029443692305e-01,6.900000000000000577e-02
7.237027675263356663e-01,7.000000000000000666e-02
6.760885794233325585e-01,7.100000000000000755e-02
6.685248252506530431e-01,7.200000000000000844e-02
6.577864245377001984e-01,7.299999999999999545e-02
6.575062326865925844e-01,7.399999999999999634e-02
6.345505284413376357e-01,7.499999999999999722e-02
5.750054928340884164e-01,7.599999999999999811e-02
5.713782568541122542e-01,7.699999999999999900e-02
5.738711210816500596e-01,7.799999999999999989e-02
5.619333978755274295e-01,7.900000000000000078e-02
5.711700505148805673e-01,8.000000000000000167e-02
